TSR_EVENT_SMAS_HISTORY_ID,TSR_EVENT_SMAS_SAMPLE_DATE,TSR_SED_TEST_DATE,TSR_POREWATER_TEST_DATE,TSR_SEDIMENT_RSLT,TSR_SEDIMENT_RSLT_QLFR,TSR_POREWATER_RSLT,TSR_POREWATER_RSLT_QLFR,TSR_SEDIMENT_ASMT,TSR_POREWATER_ASMT
10-METT-1.1,8/11/2004,10/27/2004,10/27/2004,48.48,,,,Non-toxic,Insufficient Data
10-CHMP-1.1,9/8/2009,1/12/2009,1/14/2010,50.83,,100,,Non-toxic,Non-toxic
10-CMIL-3.3,6/3/2014,7/14/2014,7/14/2014,91.69,,100,,Non-toxic,Non-toxic
10-FMIL-2.1,6/3/2014,7/14/2014,7/14/2014,46.22,,100,,Moderate,Non-toxic
10-MDAU-4.0,8/18/2009,1/12/2009,1/14/2010,32.56,,100,,Slight,Non-toxic
10-MDBR-4.1,8/11/2004,10/27/2004,10/28/2004,11.27,,100,,Moderate,Non-toxic
10-MDBR-4.1,6/3/2014,7/14/2014,7/14/2014,86.71,,100,,Non-toxic,Non-toxic
10-CHMP-6.3,8/20/2009,1/12/2009,1/14/2010,46.1,,100,,Non-toxic,Non-toxic
10-BIGC-1.7,8/20/2009,1/12/2009,1/14/2010,49.08,,100,,Non-toxic,Non-toxic
10-BIGC-6.3,6/3/2014,7/14/2014,7/14/2014,78.32,,100,,Slight,Non-toxic
10-BISH-0.6,8/20/2009,1/12/2009,1/14/2010,52.92,,100,,Non-toxic,Non-toxic
10-WSBR-0.2,8/11/2004,10/27/2004,10/28/2004,4.87,,100,,Moderate,Non-toxic
11-ANTH-0.8,9/11/2012,11/16/2012,11/16/2012,33.71,,100,,Slight,Non-toxic
11-FISC-6.6,9/11/2012,11/16/2012,11/16/2012,93.11,,100,,Non-toxic,Non-toxic
11-MORN-4.0,9/5/2007,1/3/2007,1/4/2008,16.23,,100,,Moderate,Non-toxic
11-HOOS-20.8,9/6/2007,1/3/2007,1/4/2008,22.26,,100,,Slight,Non-toxic
11-WALL-6.2,9/6/2007,1/3/2007,1/4/2008,16.29,,100,,Moderate,Non-toxic
11-TOMH-0.1,9/6/2007,1/3/2007,1/4/2008,42.29,,100,,Non-toxic,Non-toxic
11-LHOO-0.1,9/11/2012,11/16/2012,11/16/2012,79.84,,100,,Non-toxic,Non-toxic
11-BATT-10.2,9/6/2007,1/3/2007,1/4/2008,16.47,,100,,Moderate,Non-toxic
11-SACN-0.1,9/5/2007,1/3/2007,1/4/2008,33.51,,100,,Slight,Non-toxic
11-CHST-2.5,9/10/2012,11/16/2012,11/16/2012,82.35,,100,,Non-toxic,Non-toxic
11-STEW-2.3,9/10/2012,11/16/2012,11/16/2012,82.6,,100,,Non-toxic,Non-toxic
11-WSTN-0.1,9/5/2007,1/3/2007,1/4/2008,42.27,,,,Non-toxic,Insufficient Data
12-MOHK-98.9,8/2/2006,11/29/2006,11/30/2006,17.1,,100,,Moderate,Non-toxic
12-MOHK-98.9,8/18/2011,8/24/2011,8/24/2011,27.31,,100,,Slight,Non-toxic
12-MOHK-104.9,8/2/2006,11/29/2006,11/30/2006,12.51,,100,,Moderate,Non-toxic
12-MOHK-136.0,9/20/2016,12/6/2016,12/7/2016,42.54,,100,,Slight,Non-toxic
12-FULM-0.4,8/2/2006,11/29/2006,11/30/2006,54.36,,100,,Non-toxic,Non-toxic
12-CAYA-4.7,7/29/2010,8/11/2010,8/11/2010,34.86,,100,,Slight,Non-toxic
12-CAYA-4.7,8/15/2011,8/24/2011,8/24/2011,59.27,,100,,Non-toxic,Non-toxic
12-CAJO-5.1,9/21/2016,12/6/2016,12/7/2016,38.23,,100,,Moderate,Non-toxic
12-SIXM-1.6,7/28/2010,8/11/2010,8/11/2010,56.37,,100,,Non-toxic,Non-toxic
12-SIXM-1.6,8/18/2011,8/24/2011,8/24/2011,68.33,,100,,Non-toxic,Non-toxic
12-NMIL-0.5,9/20/2016,12/6/2016,12/7/2016,58.86,,100,,Slight,Non-toxic
12-OTSQ-8.9,8/3/2006,11/29/2006,11/30/2006,42.67,,100,,Non-toxic,Non-toxic
12-NCHU-0.8,8/3/2006,11/29/2006,11/30/2006,2.61,,100,,Moderate,Non-toxic
12-SCHU-0.3,8/3/2006,11/29/2006,11/30/2006,42.73,,100,,Non-toxic,Non-toxic
12-CARO-0.3,8/3/2006,11/29/2006,11/30/2006,3.42,,100,,Moderate,Non-toxic
12-LKIL-0.4,8/18/2011,8/24/2011,8/24/2011,52.82,,100,,Non-toxic,Non-toxic
12-NMIL-13.9,8/18/2011,8/24/2011,8/24/2011,23.19,,100,,Slight,Non-toxic
12-NCHU-3.2,8/15/2011,8/24/2011,8/24/2011,29.69,,100,,Slight,Non-toxic
12-SHAK-1.8,7/29/2010,8/11/2010,8/11/2010,27.75,,100,,Slight,Non-toxic
12-SHAK-1.8,8/17/2011,8/24/2011,8/24/2011,33.74,,100,,Slight,Non-toxic
12-SAUQ-1.6,8/2/2006,11/29/2006,11/30/2006,33.27,,100,,Slight,Non-toxic
12-SAUQ-1.6,8/18/2011,8/24/2011,8/24/2011,54.9,,100,,Non-toxic,Non-toxic
12-SAUQ-2.2,9/21/2016,12/6/2016,12/7/2016,38.92,,100,,Moderate,Non-toxic
12-SPRC-2.5,8/3/2006,11/29/2006,11/30/2006,56.93,,100,,Non-toxic,Non-toxic
12-SPRT-0.2,8/3/2006,11/29/2006,11/30/2006,64.42,,100,,Non-toxic,Non-toxic
12-INDK-0.3,7/29/2010,8/11/2010,8/11/2010,64.95,,100,,Slight,Non-toxic
12-INDK-0.3,8/15/2011,8/24/2011,8/24/2011,23.43,,100,,Slight,Non-toxic
12-MATT-0.9,8/15/2011,8/24/2011,8/24/2011,52.81,,100,,Non-toxic,Non-toxic
12-LASH-0.1,9/20/2016,12/6/2016,12/7/2016,22.27,,100,,Moderate,Non-toxic
12-POEN-1.9,9/22/2016,12/6/2016,12/7/2016,28.74,,100,,Moderate,Non-toxic
12-SCHO-0.5,8/3/2006,11/29/2006,11/30/2006,22.68,,100,,Slight,Non-toxic
12-COBL-0.6,8/16/2011,8/24/2011,8/24/2011,28.84,,,,Slight,Insufficient Data
12-EAST-0.1,8/4/2006,11/29/2006,11/30/2006,66.67,,100,,Non-toxic,Non-toxic
12-BETY-0.2,8/16/2011,8/24/2011,8/24/2011,67.69,,100,,Non-toxic,Non-toxic
12-CINC-3.4,8/2/2006,11/29/2006,11/30/2006,54.48,,100,,Non-toxic,Non-toxic
12-ORSK-0.9,8/18/2011,8/24/2011,8/24/2011,18.51,,100,,Moderate,Non-toxic
12-ORSK-0.9,8/2/2006,11/29/2006,11/30/2006,23.18,,100,,Slight,Non-toxic
12-DEAN-2.4,8/2/2006,11/29/2006,11/30/2006,16.56,,100,,Moderate,Non-toxic
12-ALPL-16.1,9/22/2016,12/6/2016,12/7/2016,51.47,,100,,Slight,Non-toxic
12-REAL-0.1,9/20/2016,12/6/2016,12/7/2016,35.21,,100,,Moderate,Non-toxic
12-NAIL-0.1,9/20/2016,12/6/2016,12/7/2016,15.52,,46.27,,Severe,Toxic
12-BALU-0.1,9/20/2016,12/6/2016,12/7/2016,28.36,,,,Moderate,Insufficient Data
13-DOWE-1.9,7/11/2017,11/15/2017,11/16/2017,41.46,,100,,Slight,Non-toxic
13-GUNK-0.4,8/3/2017,11/15/2017,11/16/2017,64.1,,42.67,,Non-toxic,Toxic
13-HACK-E-1.5,7/25/2017,11/15/2017,11/16/2017,66.86,,100,,Non-toxic,Non-toxic
13-KIND-0.2,7/24/2017,11/15/2017,11/16/2017,87.52,,100,,Non-toxic,Non-toxic
13-KROM-1.1,7/6/2017,11/15/2017,11/16/2017,81.72,,100,,Non-toxic,Non-toxic
13-KRUM-2.5,7/11/2017,11/15/2017,11/16/2017,60.1,,100,,Non-toxic,Non-toxic
13-MONH-0.4,8/2/2017,11/15/2017,11/16/2017,42.21,,100,,Slight,Non-toxic
13-MONH-4.1,7/26/2017,11/15/2017,11/16/2017,24.29,,100,,Moderate,Non-toxic
13-NOST-0.3,7/24/2017,11/15/2017,11/16/2017,28.26,,7.85,,Moderate,Toxic
13-OTTK-2.4,7/26/2017,11/15/2017,11/16/2017,24.42,,100,,Moderate,Non-toxic
13-PATS-0.5,7/11/2017,11/15/2017,11/16/2017,9.13,,100,,Severe,Non-toxic
13-QKER-0.9,8/2/2017,11/15/2017,11/16/2017,78.18,,100,,Non-toxic,Non-toxic
13-ROND-T6-1.9,7/5/2017,11/15/2017,11/16/2017,87.71,,100,,Non-toxic,Non-toxic
13-SAW-1.4,7/25/2017,11/15/2017,11/16/2017,71.27,,100,,Non-toxic,Non-toxic
13-WALK-19.0,8/3/2017,11/7/2017,11/8/2017,37.3,,84.11,,Moderate,Toxic
13-WALK-22.8,8/3/2017,11/7/2017,11/8/2017,42.33,,100,,Slight,Non-toxic
13-WALK-26.9,8/3/2017,11/7/2017,11/8/2017,36.92,,69.53,,Moderate,Toxic
13-WALK-29.9,8/3/2017,11/7/2017,11/8/2017,43.07,,100,,Slight,Non-toxic
13-WALK-35.6,8/2/2017,11/7/2017,11/8/2017,38.73,,100,,Moderate,Non-toxic
13-WALK-46.6,8/2/2017,11/7/2017,11/8/2017,4.46,,100,,Severe,Non-toxic
13-WALK-T13-1.3,7/5/2017,11/15/2017,11/16/2017,42.82,,100,,Slight,Non-toxic
13-WCHEE-0.6,8/2/2017,11/15/2017,11/16/2017,65.38,,100,,Non-toxic,Non-toxic
13-WKLEI-0.6,8/3/2017,11/15/2017,11/16/2017,59.37,,100,,Slight,Non-toxic
13-WSART-0.5,7/26/2017,11/15/2017,11/16/2017,45.14,,100,,Slight,Non-toxic
13-COEY-0.3,9/26/2013,1/14/2013,1/16/2014,78.86,,100,,Slight,Non-toxic
13-POST-20.3,9/27/2013,1/14/2013,1/16/2014,83.85,,100,,Non-toxic,Non-toxic
13-QUAS-0.1,7/16/2008,1/6/2008,1/8/2009,41.44,,100,,Non-toxic,Non-toxic
13-WYNT-2.9,7/16/2008,1/6/2008,1/8/2009,16.35,,51.9,,Moderate,Toxic
13-PEEK-3.7,7/16/2008,1/6/2008,1/8/2009,70.22,,100,,Non-toxic,Non-toxic
13-KROM-1.1,10/1/2013,1/14/2013,1/16/2014,71.42,,100,,Slight,Non-toxic
13-PATS-0.5,10/1/2013,1/14/2013,1/16/2014,53.79,,100,,Moderate,Non-toxic
13-ONES-0.6,7/16/2008,1/6/2008,1/8/2009,34.18,,100,,Slight,Non-toxic
13-GIDN-4.9,9/26/2013,1/14/2013,1/16/2014,47.6,,100,,Moderate,Non-toxic
13-CROM-0.6,7/15/2008,1/6/2008,1/8/2009,39.4,,100,,Slight,Non-toxic
13-STON-10.1,9/27/2013,1/14/2013,1/16/2014,84.86,,100,,Non-toxic,Non-toxic
13-BLAG-3.1,9/27/2013,1/14/2013,1/16/2014,79.31,,100,,Slight,Non-toxic
13-WTAGH-9.5,9/27/2013,1/14/2013,1/16/2014,55.27,,100,,Moderate,Non-toxic
13-WAPP-1.9,9/26/2013,1/14/2013,1/16/2014,93.56,,,,Non-toxic,Insufficient Data
13-WAPP_T1-0.1,9/26/2013,1/14/2013,1/16/2014,78.16,,100,,Slight,Non-toxic
13-ROND-9.9,9/26/2013,1/14/2013,1/16/2014,72.64,,100,,Slight,Non-toxic
13-TINW-1.6,9/26/2013,1/14/2013,1/16/2014,79.38,,100,,Slight,Non-toxic
13-QKER-1.0,7/16/2008,1/6/2008,1/8/2009,51.65,,100,,Non-toxic,Non-toxic
13-WAWA-4.5,9/26/2013,1/14/2013,1/16/2014,82.4,,46.51,,Non-toxic,Toxic
13-ROLF-2.4,7/17/2008,1/6/2008,1/8/2009,53.23,,91.95,,Non-toxic,Toxic
13-BASC-0.4,7/16/2008,1/6/2008,1/8/2009,25.37,,100,,Slight,Non-toxic
13-VLAT-15.6,7/16/2008,1/6/2008,1/8/2009,56.23,,100,,Non-toxic,Non-toxic
13-KLIN-0.1,7/16/2008,1/6/2008,1/8/2009,19.89,,100,,Moderate,Non-toxic
13111003,10/1/2013,1/14/2013,1/16/2014,69.63,,100,,Slight,Non-toxic
13-NORM-7.3,7/17/2008,1/6/2008,1/8/2009,31.13,,100,,Slight,Non-toxic
14-DELA-1.3,8/27/2015,10/7/2015,10/8/2015,30.99,,96.85,,Moderate,Toxic
14-DELA-45.2,9/3/2015,10/7/2015,10/8/2015,67.11,,69.78,,Non-toxic,Toxic
14-DELA-50.4,10/22/2010,10/28/2010,10/29/2010,36.22,,100,,Slight,Non-toxic
14-DELA-50.4,9/8/2005,9/28/2005,9/29/2005,70.83,,100,,Non-toxic,Non-toxic
14-MONG-18.9,8/26/2015,10/7/2015,10/8/2015,33.79,,100,,Moderate,Non-toxic
14-CALL-0.2,8/26/2015,10/7/2015,10/8/2015,59.73,,84.63,,Slight,Toxic
14-HAFY-0.2,10/22/2010,10/28/2010,10/29/2010,70.37,,100,,Non-toxic,Non-toxic
14-MONG_M-0.3,10/21/2010,10/28/2010,10/28/2010,61.67,,,,Non-toxic,Insufficient Data
14-MONG_W-0.2,10/21/2010,10/28/2010,10/29/2010,72.11,,100,,Non-toxic,Non-toxic
14-TENR_E-1.4,10/22/2010,10/28/2010,10/29/2010,57.94,,100,,Non-toxic,Non-toxic
14-JAKE-3.0,8/27/2015,10/7/2015,10/8/2015,59.3,,100,,Slight,Non-toxic
14-NEVR-0.6,9/8/2005,9/28/2005,9/29/2005,70.76,,100,,Non-toxic,Non-toxic
14-NEVR-14.8,8/27/2015,10/7/2015,10/8/2015,49.03,,100,,Slight,Non-toxic
14-NEVR-36.8,9/8/2005,9/28/2005,9/29/2005,69.36,,100,,Non-toxic,Non-toxic
14-BSHR-0.4,9/8/2005,9/28/2005,9/29/2005,27.04,,100,,Slight,Non-toxic
14-BSHR-3.7,10/21/2010,10/28/2010,10/29/2010,53.09,,100,,Non-toxic,Non-toxic
14-UNVR_W-0.4,10/21/2010,10/28/2010,10/29/2010,81.21,,100,,Non-toxic,Non-toxic
14-UNVR_E-0.2,10/21/2010,10/28/2010,10/29/2010,78.08,,100,,Non-toxic,Non-toxic
14-SHEL-1.6,9/7/2005,9/28/2005,9/29/2005,69.45,,,,Non-toxic,Insufficient Data
14-EDEL-1.2,9/7/2005,9/28/2005,9/29/2005,65.19,,,,Non-toxic,Insufficient Data
14-EDEL-55.3,9/7/2005,9/28/2005,9/29/2005,17.74,,100,,Moderate,Non-toxic
14-BEAV-10.0,9/9/2005,9/28/2005,9/29/2005,53.2,,100,,Non-toxic,Non-toxic
14-WILL-0.5,9/7/2005,9/28/2005,9/29/2005,58.34,,100,,Non-toxic,Non-toxic
14-WILL-3.2,8/26/2015,10/7/2015,10/8/2015,30,,75.35,,Moderate,Toxic
14-WDEL-1.3,9/7/2005,9/28/2005,9/29/2005,40.2,,100,,Non-toxic,Non-toxic
14-WDEL-35.4,9/3/2015,10/7/2015,10/8/2015,43.51,,100,,Moderate,Non-toxic
14-WDEL-56.4,9/3/2015,10/7/2015,10/8/2015,45.33,,100,,Slight,Non-toxic
14-WDEL-57.9,9/7/2005,9/28/2005,9/29/2005,27.13,,100,,Slight,Non-toxic
14-LDEL-0.1,9/7/2005,9/28/2005,9/29/2005,31.6,,100,,Slight,Non-toxic
14-WSTB-1.1,8/25/2015,10/7/2015,10/8/2015,40.84,,100,,Moderate,Non-toxic
14-TRUT-1.4,8/25/2015,10/7/2015,10/8/2015,62,,100,,Slight,Non-toxic
14-COUL-0.1,8/25/2015,10/7/2015,10/8/2015,34.98,,100,,Moderate,Non-toxic
15-RAMA-1.1,7/16/2008,1/6/2008,1/8/2009,57.91,,100,,Non-toxic,Non-toxic
15-HACK-2.8,7/16/2008,1/6/2008,1/8/2009,61.16,,100,,Non-toxic,Non-toxic
16-GREE-2.5,9/27/2013,1/14/2013,1/16/2014,81.4,,100,,Non-toxic,Non-toxic
16-GREE-2.5,7/17/2008,1/6/2008,1/8/2009,68.35,,,,Non-toxic,Insufficient Data
16-SWMP-0.2,7/17/2008,1/6/2008,1/8/2009,54.42,,100,,Non-toxic,Non-toxic
16-WASS-1.2,7/17/2008,1/6/2008,1/8/2009,68.42,,100,,Non-toxic,Non-toxic
17-CARM-9.0,7/12/2004,10/25/2004,10/25/2004,0.998,,100,,Severe,Non-toxic
17-MASS-1.2,7/12/2004,10/25/2004,10/25/2004,9.2,,100,,Moderate,Non-toxic
17-BVDC-0.1,7/12/2004,10/25/2004,10/25/2004,27.6,,100,,Slight,Non-toxic
17-CONQ-1.6,7/12/2004,10/25/2004,10/25/2004,23.9,,100,,Slight,Non-toxic
17-CARL-0.8,10/7/2009,1/8/2010,1/8/2010,47.06,,100,,Non-toxic,Non-toxic
17-CARL-0.8,9/10/2014,9/17/2014,9/17/2014,62.94,,100,,Slight,Non-toxic
17-GREN-0.4,9/9/2014,9/17/2014,9/17/2014,46.96,,100,,Moderate,Non-toxic
17-MILR-3.5,9/10/2014,9/17/2014,9/17/2014,58.93,,100,,Moderate,Non-toxic
17-PECN-7.6,10/6/2009,1/8/2010,1/8/2010,34.05,,100,,Slight,Non-toxic
17-PECN-7.6,7/12/2004,10/25/2004,10/25/2004,23.6,,100,,Slight,Non-toxic
17-PECN-7.6,9/9/2014,9/17/2014,9/17/2014,61.18,,100,,Slight,Non-toxic
17-MIAN-13.3,9/14/2004,10/27/2004,10/28/2004,0.026,,100,,Severe,Non-toxic
17-MAMR-0.3,10/8/2009,1/8/2010,1/8/2010,14.65,,100,,Moderate,Non-toxic
17-BLND-3.4,10/8/2009,1/8/2010,1/8/2010,39.44,,100,,Slight,Non-toxic
17-BLND-3.4,9/14/2004,10/27/2004,10/28/2004,24,,100,,Slight,Non-toxic
17-BRNX-5.6,9/14/2004,10/27/2004,10/28/2004,9.2,,100,,Moderate,Non-toxic
17-BRNX-12.3,9/12/2014,9/17/2014,9/17/2014,46.58,,100,,Moderate,Non-toxic
17-BVBR-0.3,10/6/2009,1/8/2010,1/8/2010,31.42,,100,,Slight,Non-toxic
17-BVBR-0.3,9/9/2014,9/17/2014,9/17/2014,69.64,,100,,Slight,Non-toxic
17-KEND-0.6,9/9/2014,9/17/2014,9/17/2014,21.18,,100,,Severe,Non-toxic
